title,story,url
밀정,"1920년대 일제강점기. 조선인 출신 일본경찰 이정출(송강호)은 무장독립운동 단체 의열단의 뒤를 캐라는 특명으로 의열단의 리더 김우진(공유)에게 접근하고, 한 시대의 양 극단에 서 있는 두 사람은 서로의 정체와 의도를 알면서도 속내를 감춘 채 가까워진다. 출처를 알 수 없는 정보가 쌍방간에 새어나가고 누가 밀정인지 알 수 없는 가운데, 의열단은 일제의 주요 시설을 파괴할 폭탄을 경성으로 들여오기 위해, 그리고 일본 경찰은 그들을 쫓아 모두 상해에 모인다. 잡아야만 하는 자들과 잡힐 수 없는 자들 사이, 자신의 목표를 위해 서로를 이용하려는 암투와 회유, 교란 작전이 숨가쁘게 펼쳐지는 긴장감 속에서 폭탄을 실은 열차는 국경을 넘어 경성으로 향하는데…",https://serieson.naver.com/v2/movie/160201
해리 포터와 마법사의 돌,"해리 포터(다니엘 래드클리프 분)는 위압적인 버논 숙부(리챠드 그리피스 분)와 냉담한 이모 페투니아 (피오나 쇼 분), 욕심 많고 버릇없는 사촌 더즐리(해리 멜링 분) 밑에서 갖은 구박을 견디며 계단 밑 벽장에서 생활한다. 이모네 식구들 역시 해리와의 동거가 불편하기는 마찬가지. 이모 페투니아에겐 해리가 이상한(?) 언니 부부에 관한 기억을 떠올리게 만드는 달갑지 않은 존재다. 11살 생일이 며칠 앞으로 다가왔지만 한번도 생일파티를 치르거나 제대로 된 생일선물을 받아 본 적이 없는 해리로서는 특별히 신날 것도 기대 할 것도 없다. 11살 생일을 며칠 앞둔 어느 날 해리에게 초록색 잉크로 쓰여진 한 통의 편지가 배달된다. 그 편지의 내용은 다름 아닌 해리의 11살 생일을 맞이하여 전설적인“호그와트 마법학교”에서 보낸 입학초대장이었다. 그리고 해리의 생일을 축하하러 온 거인 해그리드는 해리가 모르고 있었던 해리의 진정한 정체를 알려주는데. 그것은 바로 해리가 굉장한 능력을 지닌 마법사라는 것! 해리는 해그리드의 지시대로 자신을 구박하던 이모네 집을 주저없이 떠나 호그와트행(行)을 택한다. 런던의 킹스크로스 역에 있는 비밀의 9와 3/4 승장장에서 호그와트 특급열차를 탄 해리는 열차 안에서 같은 호그와트 마법학교 입학생인 헤르미온느 그레인저(엠마 왓슨 분)와 론 위즐리 (루퍼트 그린트 분)를 만나 친구가 된다. 이들과 함께 호그와트에 입학한 해리는, 놀라운 모험의 세계를 경험하며 갖가지 신기한 마법들을 배워 나간다. 또한 빗자루를 타고 공중을 날아다니며 경기하는 스릴 만점의 퀴디치 게임에서 스타로 탄생하게 되며, 용?머리가 셋 달린 개?유니콘?켄타우루스?히포그리프(말 몸에 독수리 머리와 날개를 가진 괴물)등 신비한 동물들과 마주치며 모험을 즐긴다. 그러던 어느 날 해리는 호그와트 지하실에 `영원한 생을 가져다주는 마법사의 돌'이 비밀리에 보관되어 있다는 것을 알게되고, 해리의 부모님을 죽인 볼드모트가 그 돌을 노린다는 사실도 알게 된다. 볼드모트는 바로 해리를 죽이려다 실패하고 이마에 번개모양의 흉터를 남긴 장본인이다. 해리는 볼드모트로부터 마법의 돌과 호그와트 마법학교를 지키기 위해 필사의 노력을 하는데...",https://me2.do/FErNzLyP
변호인,"1980년대 초 부산. 빽 없고, 돈 없고, 가방끈도 짧은 세무 변호사 송우석(송강호). 부동산 등기부터 세금 자문까지 남들이 뭐라든 탁월한 사업수완으로 승승장구하며 부산에서 제일 잘나가고 돈 잘 버는 변호사로 이름을 날린다. 대기업의 스카우트 제의까지 받으며 전국구 변호사 데뷔를 코 앞에 둔 송변. 하지만 우연히 7년 전 밥값 신세를 지며 정을 쌓은 국밥집 아들 진우(임시완)가 뜻하지 않은 사건에 휘말려 재판을 앞두고 있다는 소식을 듣는다. 국밥집 아줌마 순애(김영애)의 간절한 부탁을 외면할 수 없어 구치소 면회만이라도 도와주겠다고 나선 송변. 하지만 그곳에서 마주한 진우의 믿지 못할 모습에 충격을 받은 송변은 모두가 회피하기 바빴던 사건의 변호를 맡기로 결심하는데... “제가 하께요, 변호인. 하겠습니더”",https://serieson.naver.com/v2/movie/167492
뷰티풀 마인드,"40년대 최고의 엘리트들이 모이는 프린스턴 대학원. 시험도 보지 않고 장학생으로 입학한 웨스트버지니아 출신의 한 천재가 캠퍼스를 술렁이게 만든다. 너무도 내성적이라 무뚝뚝해 보이고, 오만이라 할 정도로 자기 확신에 차 있는 수학과 새내기 존 내쉬. 누구도 따라올 수 없는 뛰어난 두뇌와 수려한 용모를 지녔지만 괴짜 천재인 그는 기숙사 유리창을 노트 삼아 단 하나의 문제에 매달린다. 바로 자신만의 '오리지날 아이디어'를 찾아내는 것. 어느 날 짖궂은 친구들과 함께 들른 술집에서 금발 미녀를 둘러싸고 벌이는 친구들의 경쟁을 지켜보던 존 내쉬는 섬광같은 직관으로 '균형이론'의 단서를 발견한다. 1949년 27쪽 짜리 논문을 발표한 20살의 청년 존 내쉬는 하루 아침에 학계의 스타로, 제2의 아인슈타인으로 떠오른다. 이후 MIT 교수로 승승장구하던 그는 정부 비밀요원 윌리암 파처를 만나 냉전시대 최고의 엘리트들이 그러하듯 소련의 암호 해독 프로젝트에 비밀리에 투입된다. 하지만 정작 그를 당황케 한 것은 몇 만개의 암호가 아닌 사랑이란 인생의 난제였다. 자신의 수업을 듣던 물리학도 알리샤와 사랑에 빠진 그는 난생처음 굳게 닫혔던 마음의 문을 열고, 둘은 행복한 결혼에 골인한다. 알리샤와의 결혼 후에도 존은 윌리암과의 프로젝트를 비밀리에 수행한다. 하지만 점점 소련 스파이가 자신을 미행한다는 생각에 사로잡히는 존. 목숨의 위협에도 불구하고, 아내에게 끝까지 자신의 일을 비밀로 하지만, 자신의 영혼의 빛이 점점 꺼져가고 있음을 깨닫지 못하는데. {내쉬의 이론(Nash's theories)은 세계 무역 협상, 국가노동관계 그리고 심지어 생물진화에 까지 영향을 미쳤다. 존(John)과 엘리사(Alicia)는 뉴저지의 프린스턴(Princeton, New Jersey)에 살고 있으며 수학과(the Mathematics Department)를 지키고 있다. 그리고 존은 아직도 매일 캠퍼스를 걸어서 다니고 있다.}",https://me2.do/G0YaK9rY
글래디에이터,"{절정기의 로마제국은 그 영토가 광대하여 아프리카 사막에서 잉글랜드 북쪽까지 걸쳐 있었다. 그 당시 세계는 그 총인구의 1/4이 로마 황제의 지배 하에 있었다. 때는 서기 180년, 마르커스 아우렐리우스(Marcus Aurelius) 황제의 12년에 걸친 게르마니아(Germania) 정벌이 거의 마무리되던 무렵이었다. 마지막 하나 남은 적의 요새만 함락하면 이제 로마 제국은 평화가 온다.} 평화로운 '5현제 시대'가 막바지에 이른 서기 180년 로마. 어두운 삼림. 수백명의 부대가 숨을 죽이고 서 있다. 마치 폭풍전야와 같이. 장군의 신호가 울리고 거대한 함성소리와 함께 하늘에는 불화살, 불타는 점토 항아리가 난무하고, 땅위는 수많은 병사들의 피로 물든다. 철인(哲人) 황제 마르쿠스 아우렐리우스(Marcus Aurelius: 리차드 해리스 분)가 아들처럼 친애하는 장군 막시무스(General Maximus: 러셀 크로우 분)는 다뉴브 강가 전투에서 대승한다. 죽을 날이 머지않은 황제 마르쿠스 아우렐리우스는 막시무스를 총애하여, 아들이 아닌 그에게 왕위를 넘겨주기로 한다. 그러나 황제의 아들 코모두스는 이에 질투와 분노를 느껴 급기야 황제를 살해한다. 왕좌를 이어받은 코모두스는 막시무스와 그의 가족을 죽이라고 명령한다. 가족을 모두 잃고 혼자 겨우 살아남게 된 막시무스는 노예로 전락하고, 투기장의 검투사로 매일 훈련을 받는다. 그에게 남은 건 오로지 새로 즉위한 황제 코모두스에 대한 복수 뿐. 검투사로서 매 경기마다 승리로 이끌면서 살아남자 그의 명성과 인기는 날로 높아간다. 로마로 돌아온 그는 아내와 아들을 죽인 코모두스에 대한 복수를 다짐한다. 그러던 어느날, 오래전 사랑했던 황제의 누이 루실라(Lucilla: 코니 닐슨 분)를 다시 만나게 된다. 어느 새 민중의 영웅이 된 막시무스. 코모두스는 그가 아직 살아있음을 알고 분노하지만 민중이 두려워 그를 죽이지 못한다. 드디어 막시무스는 예전의 부하들과 은밀히 만나 사랑하는 아내와 아들, 존경하던 황제를 살해한 난폭한 황제 코모두스에 대한 복수를 결의한다. 아직도 막시무스를 사랑하고 있는 루실라는 동생 코모두스를 배신하고 막시무스의 반란을 도우려 하는데.",https://me2.do/FoWXHZnv
퍼스널 쇼퍼,"프랑스 파리에서 퍼스널 쇼퍼로 일하는 미국 여자 ‘모린’(크리스틴 스튜어트) 영혼들과 대화할 수 있는 능력을 가진 그녀는 최근 쌍둥이 오빠의 죽음으로 힘겨운 시간을 보낸다. 그러던 어느 날, 정체를 알 수 없는 존재로부터 의문의 메시지가 들어오는데… “난 널 알아, 너도 날 알고, 내 정체가 안 궁금한가?” ",https://me2.do/GwEUFIeb
캐스트 어웨이,"세상에서 가장 바쁜 사람인양 전세계를 돌아다니며 시간에 얽매여 살아가는 남자 척 놀랜드(톰 행크스 분). ‘페덱스’의 직원인 그는 여자친구 캘리 프레어스(헬렌 헌트 분)와 깊은 사랑을 나누지만 막상 함께 할 시간은 가지지 못한다. 크리스마스 이브, 캘리와의 로맨틱한 데이트를 채 끝내지도 못한 그에게 빨리 비행기를 타라는 호출이 울리고 둘은 연말을 기약하고 헤어지게 된다. 캘리가 선물해준 시계를 손에 꼭 쥐고 ""페덱스"" 전용 비행기에 올랐는데, 착륙하기 직전 사고가 나고, 기내는 아수라장이 된다. 그의 몸을 때리는 파도. 눈을 떠보니 완전 별세상이다. 아름다운 해변과, 무성한 나무, 높은 암벽. 아무도 살지않는 섬에 떨어진 것을 알게된 척은 그곳에서의 생존을 위해 이전의 모든 삶을 버리고 새로운 환경에 적응하며 외롭게 살아간다. 하지만 캘리에 대한 사랑만을 마음 속에 간직한 채 그녀를 만날 수 있다는 희망을 잃지않는다. 4년후. 고립된 섬에서 1500일이나 되는 시간을 사랑으로 이겨낸 척. 어느 날, 떠내려온 알미늄판자 하나를 이용해 섬을 빠져나갈 방법을 고안해내고 자신이 갖고있는 모든 물건을 이용하여 뗏목을 만든다. 섬에 표류한지 4년만에 거친 파도를 헤치고 탈출을 감행하는데.",https://me2.do/x3i7YCjR
인생은 아름다워,무뚝뚝한 남편 ‘진봉’과 무심한 아들 딸을 위해 헌신하며 살아온 ‘세연’은 어느 날 자신에게 시간이 얼마 남지 않았다는 것을 알게 된다. 한 치 앞도 알 수 없는 인생에 서글퍼진 ‘세연’은 마지막 생일선물로 문득 떠오른 자신의 첫사랑을 찾아 달라는 황당한 요구를 한다. 막무가내로 우기는 아내의 고집에 어쩔 수 없이 여행길에 따라나선 ‘진봉’은 아무런 단서도 없이 이름 석 자만 가지고 무작정 전국 방방곡곡을 누빈다. 시도 때도 없이 티격태격 다투던 두 사람은 가는 곳곳마다 자신들의 찬란했던 지난날 소중한 기억을 하나 둘 떠올리는데...과연 ‘세연’의 첫사랑은 어디에 있으며 그들의 여행은 무사히 마칠 수 있을까?,https://me2.do/F8nLlmo8
타이타닉,"1990년대, 과학자들은 첨단장비를 동원하여 침몰한 타이타닉 호 안에 있을 보물을 찾기 위해 탐사를 벌인다. 그러던 중 이상한 궤짝 하나를 발견, 기대에 부풀어 열어보지만 한 여인의 나체화 그림만을 발견하고 크게 실망한다. 하지만 그림 속 여인의 목에는 그토록 탐사팀이 찾던 어마어마하게 큰 보석 목걸이가 걸려있었다. TV에서 이 기사를 접한 어느 늙은 할머니가 그림 속의 여자가 바로 자신이라며 직접 탐사선으로 오게 된다. 그림 속 보석 목걸이에 관심을 가진 탐사팀에게 할머니의 이야기가 시작된다. 70여년 전, 17세 소녀 로즈(Rose DeWitt Bukater: 케이트 윈슬렛 분)는, 사교적인 어머니(Ruth DeWitt Bukater: 프랜시스 피셔 분)의 강요로 귀족 집안의 망나니 아들(빌리 제인 분)과 결혼을 앞두고 타이타닉에 승선한다. 한편, 배가 출발하기 바로 전 도박으로 3등석 자리표를 얻은 청년 잭(Jack Dawson: 레오나르도 디카프리오 분)도 친구와 함께 3등석에 승선한다. 엄격한 규율과 예절을 요구하는 상류 사회에 숨막혀 하던 로즈는 결혼을 비관, 배 맨 끝에서 자살하려고 한다. 하지만 우연히 이를 본 잭이 로즈를 극적으로 구출하게 되어 두 사람의 인연이 시작된다. 이 일로 잭은 로즈의 초대를 받아 상류층 사회의 저녁 식사에 초대된다. 하지만 잭은 가식적인 귀족들의 어색한 식사를 재치로 넘기고, 로즈를 3등석의 파티장에 데려가 마음껏 춤추고 즐거운 시간을 보낸다. 그림을 그리는 잭의 자유로운 영혼에 그만 사랑에 빠진 로즈. 잭은 로즈의 제안으로 결혼 예물로 받을 목걸이만을 건, 나체화를 그려주게 되고, 두 사람은 깊은 사이로 발전한다. 하지만 로즈의 약혼자인 막대한 유산의 상속자이자 칼 헉슬리(Cal Hockley: 빌리 제인 분)이 두 사람의 사랑을 질투하여 잭을 보석 목걸이를 훔쳤다고 누명을 씌어 잭을 감금한다. 어느덧 운명의 시간, 빙산에 충돌한 타이타닉호는 몇시간 후 침몰의 시간을 맞이한다. 1등석 사람들은 대부분 구명보트에 오르지만, 3등석의 승객들은 혼란을 막는다는 구실로 출구마저 통제당한다. 감금된 잭의 방에 물이 차 오르고, 로즈는 구명보트의 승선을 앞두고 잭을 구하러 달려간다. 결국 아슬아슬하게 잭은 구출되지만 배는 가라앉기 시작한다. 아수라장 속에서 끝까지 키를 잡고 배와 함께 죽음을 맞이하는 선장과, 그대로 침대 속에서 죽음을 맞이하는 어느 노부부. 또 배의 밴드 연주자들 또한 끝까지 연주를 계속한다. 시간이 흘러 물이 먼저 배 앞부분에 차서 배가 기울어지면서 뒷부분이 하늘로 치켜올라가게 된다. 이어서 마침내 타이타닉호는 두동강이 나면서 뒷부분이 바닷속으로 침몰한다.",https://me2.do/5MDvvq4v
리멤버,"뇌종양 말기, 80대 알츠하이머 환자인 한필주. 일제강점기 때 친일파들에게 가족을 모두 잃었다. 아내가 세상을 떠나자 필주는 60여 년을 계획해 온 복수를 감행하려고 한다. 그는 알바 중인 패밀리 레스토랑에서 절친이 된 20대 알바생 인규에게 일주일만 운전을 도와 달라 부탁한다. “원래 이런 사람이었어요? 정체가 뭐예요 도대체?! 같이 접시 닦던 사람 맞아요?” 이유도 모른 채 필주를 따라나선 인규는 첫 복수 현장의 CCTV에 노출되어 유력 용의자로 지목된다. 경찰은 수사망을 좁혀오고 사라져가는 기억과 싸우며 필주는 복수를 이어가는데… 60년의 계획, 복수를 위한 위험한 동행이 시작된다!",https://me2.do/xsYjHwiP
극장판 짱구는 못말려 17기 - 포효하라! 떡잎 야생왕국,"짱구가 사는 떡잎마을에서는 새로운 마을 회장으로 취임한 나자연을 중심으로 환경보호운동이 왕성하게 펼쳐진다. 어느 날, 짱구는 떡잎유치원의 야외수업으로 지역청소활동에 참가한다. 그리고 강가에서 발견한 이상한 가방 안에 들어 있던 초록색 음료를 가지고 집으로 돌아온다. 그날 밤, 짱구의 아빠와 엄마가 그 음료를 마시고, 다음날, 두 사람은 서서히 동물 같은 행동을 한다. 그러다 결국 아빠는 닭, 엄마는 표범으로 변신한다. 깜짝 놀라는 짱구의 가족 앞에 ‘분리’란 남자가 이끄는 정체 모를 집단이 나타나서 짱구의 가족들을 잡아간다. 그런 와중에 짱구의 앞에는 ‘빅토리아’라는 이름의 여성이 나타나서 나자연의 정체를 말해준다. 나자연은 과격한 환경보호단체의 단장으로, 인간을 동물로 만들어 환경파괴를 저지할 계획을 추진하고 있다는 것이다. 그리고 짱구의 엄마와 아빠가 마신 것은 인간을 동물로 바꾸는 음료로, 그 음료를 마신 사람은 이윽고 자신이 인간이었던 사실조차 잊어버리게 된다... 짱구는 엄마, 아빠를 구하기 위해 적의 본부로 침입하는데... 짱구는 과연 엄마와 아빠를 구하고, 그들의 야망을 저지할 수 있을까?",https://serieson.naver.com/v2/movie/498449
교섭,"분쟁지역 아프가니스탄에서 한국인들이 탈레반에게 납치되는 최악의 피랍사건이 발생한다. 교섭 전문이지만 아프가니스탄은 처음인 외교관 재호(황정민)가 현지로 향하고, 국정원 요원 대식(현빈)을 만난다. 원칙이 뚜렷한 외교관과 현지 사정에 능통한 국정원 요원. 입장도 방법도 다르지만, 두 사람은 인질을 살려야 한다는 목표를 향해 함께 나아간다. 살해 시한은 다가오고, 협상 상대, 조건 등이 시시각각 변하는 상황에서 교섭의 성공 가능성은 점점 희박해져 가는데…",https://me2.do/5oita0Ny
극장판 짱구는 못말려 6기 - 돼지발굽 대작전,"원장님은 복권에 당첨되자 유치원 아이들을 유람선에 태워 파티를 즐긴다. 그런데 이때 웬 여성이 물에서 올라와 이들의 배로 올라탄다. 정의의 편 LOVE, 약칭 JPL의 요원인 그녀는 암호명 ‘깜찍이’로, 세계를 지배하려는 악의 무리 ‘돼지발굽’이 개발한 무기의 주요 부품을 그들의 비행선 안에서 훔쳐 나오다 적에게 들키자 지상으로 뛰어내렸던 것이다. 그녀를 뒤쫓아 온 돼지발굽이 그녀가 탄 배를 송두리째 들어 올리자 원장 선생님과 아이들은 바다로 뛰어들지만 화장실에 가 있던 짱구와 친구들과 깜찍이만은 배에 남아 있다가 돼지발굽에게 붙잡히는 신세가 된다. 한편 짱구가 실종됐다는 뉴스에 애태우는 엄마, 아빠 앞에 JPL의 또다른 요원 ‘덩치’가 나타나 짱구를 찾아주겠다며 사진을 요청하자, 엄마 아빠는 ‘덩치’을 따라가서 짱구를 찾기로 마음먹는데...",https://serieson.naver.com/v2/movie/495127
카트,"“안녕하십니까 고객님. 행복한 하루 되십시오 고객님.” 대한민국 대표 마트 ‘더 마트’. “마트의 생명은 매출, 매출은 고객, 고객은 서비스”를 외치며 언제나 고객 만족 서비스를 실천하기 위해 온갖 컴플레인과 잔소리에도 꿋꿋이 웃는 얼굴로 일하는 ‘더 마트’의 직원들. 그러던 어느 날, 회사로부터 갑작스럽게 일방적인 해고 통지를 받게 된다. “회사가 잘 되면 저희도 잘 될 줄 알았습니다. 오늘 우리는 해고 되었습니다.” 정규직 전환을 눈 앞에 둔 선희(염정아)를 비롯, 싱글맘 혜미(문정희), 청소원 순례(김영애), 순박한 아줌마 옥순(황정민), 88만원 세대 미진(천우희)은 하루 아침에 직장을 잃을 위기에 처한다. 노조의 ‘노’자도 모르고 살았던 그녀들이 용기를 내어 서로 힘을 합치는데… 아무것도 몰랐던 그들의 뜨거운 싸움이 시작된다!",https://me2.do/xhAG8JkX
명량,"1597년 임진왜란 6년, 오랜 전쟁으로 인해 혼란이 극에 달한 조선. 무서운 속도로 한양으로 북상하는 왜군에 의해 국가존망의 위기에 처하자 누명을 쓰고 파면 당했던 이순신 장군(최민식)이 삼도수군통제사로 재임명된다. 하지만 그에게 남은 건 전의를 상실한 병사와 두려움에 가득 찬 백성, 그리고 12척의 배 뿐. 마지막 희망이었던 거북선마저 불타고 잔혹한 성격과 뛰어난 지략을 지닌 용병 구루지마(류승룡)가 왜군 수장으로 나서자 조선은 더욱 술렁인다.330척에 달하는 왜군의 배가 속속 집결하고압도적인 수의 열세에 모두가 패배를 직감하는 순간,이순신 장군은 단 12척의 배를 이끌고 명량 바다를 향해 나서는데…! 12척의 조선 vs 330척의 왜군 역사를 바꾼 위대한 전쟁이 시작된다!",https://me2.do/5Obr9d8G
아이언맨,"천재적인 두뇌와 재능으로 세계 최강의 무기업체를 이끄는 CEO이자, 타고난 매력으로 셀러브리티 못지않은 화려한 삶을 살아가던 억만장자 토니 스타크. 아프가니스탄에서 자신이 개발한 신무기 발표를 성공리에 마치고 돌아가던 그는 게릴라군의 갑작스런 공격에 의해 가슴에 치명적인 부상을 입고 게릴라군에게 납치된다. 가까스로 목숨을 건진 그에게 게릴라군은 자신들을 위한 강력한 무기를 개발하라며 그를 위협한다. 그러나 그는 게릴라군을 위한 무기 대신, 탈출을 위한 무기가 장착된 철갑수트를 몰래 만드는 데 성공하고, 그의 첫 수트인 ‘Mark1’를 입고 탈출에 성공한다. 미국으로 돌아온 토니 스타크는 자신이 만든 무기가 많은 사람들의 생명을 위협하고, 세상을 엄청난 위험에 몰아넣고 있다는 사실을 깨닫고 무기사업에서 손 뗄 것을 선언한다. 그리고,  ark1을 토대로 최강의 하이테크 수트를 개발하는 데 자신의 천재적인 재능과 노력을 쏟아 붓기 시작한다. 탈출하는 당시 부서져버린 Mark1를 바탕으로 보다 업그레이드 된 수트 Mark2를 만들어낸 토니 스타크. 거기에 만족하지 않고, 숱한 시행착오와 실패 끝에 자신의 모든 능력과 현실에서 가능한 최강의 최첨단 과학 기술이 집적된 하이테크 수트 Mark3를 마침내 완성, 최강의 슈퍼히어로 ‘아이언맨’으로 거듭난다. 토니 스타크가 탈출하는 과정을 통해 Mark1의 가공할 위력을 확인한 게릴라 군은 토니 스타크가 미처 회수하지 못한 Mark1의 잔해와 설계도를 찾아낸다. Mark1을 재조립하여 그들의 목적을 이루기 위한 거대하고 강력한 철갑수트를 제작하려는 음모를 꾸미는 게릴라군. 토니 스타크가 갖고 있던 에너지원을 훔쳐 ‘아이언맨’을 능가하는 거대하고 강력한 ‘아이언 몽거’를 완성한 그들은 세계 평화를 위협하고, 토니 스타크는 그들의 음모과 배후세력이 누구인지를 알게 되는데...!",https://serieson.naver.com/v2/movie/43995
아바타(리마스터링),"가까운 미래, 지구는 에너지 고갈 문제를 해결하기 위해 머나먼 행성 판도라에서 대체 자원을 채굴하기 시작한다. 하지만 판도라의 독성을 지닌 대기로 인해 자원 획득에 어려움을 겪게 된 인류는 판도라의 토착민 ‘나비(Na’vi)’의 외형에 인간의 의식을 주입, 원격 조종이 가능한 새로운 생명체 ‘아바타’를 탄생시키는 프로그램을 개발한다. 한편, 하반신이 마비된 전직 해병대원 ‘제이크 설리(샘 워딩튼)’는 ‘아바타 프로그램’에 참가할 것을 제안 받아 판도라에 위치한 인간 주둔 기지로 향한다. 그 곳에서 자신의 ‘아바타’를 통해 자유롭게 걸을 수 있게 된 ‘제이크’는 자원 채굴을 막으려는 ‘나비(Na’vi)’의 무리에 침투하라는 임무를 부여 받는다. 임무 수행 중 ‘나비(Na’vi)’의 여전사 ‘네이티리(조 샐다나)’를 만난 ‘제이크’는 그녀와 함께 다채로운 모험을 경험하면서 ‘네이티리’를 사랑하게 되고, ‘나비(Na’vi)’들과 하나가 되어간다. 하지만 머지 않아 전 우주의 운명을 결정 짓는 대규모 전투가 시작되면서 ‘제이크’는 최후의 시험대에 오르게 되는데….행성 판도라와 지구의 피할 수 없는 전쟁! 이 모든 운명을 손에 쥔 제이크의 선택은?",https://serieson.naver.com/v2/movie/70246
상견니,"
2009년, 리쯔웨이와 황위쉬안은 밀크티 가게에서 우연히 재회한다. 처음 만났지만 마치 오래전부터 알고 있었던 것 같은 기시감과 묘한 설렘을 느끼는 두 사람. 이들은 사계절을 함께 보내며 가까워지고, 2010년의 마지막 날, 함께 새해를 맞이하며 연인이 된다. 2017년, 황위쉬안의 인생에 예상치 못한 변화가 생긴다. 해외 발령을 받게 된 것. 황위쉬안은 이 제안을 받아들이고 새로운 여정을 시작하지만 이 선택은 그녀의 미래를 바꿀 뿐만 아니라, 리쯔웨이와 모쥔제, 그리고 그녀가 아직 모르는 천윈루의 운명까지 뒤바꿔 놓는데… 이제, 이들은 수없이 뒤엉킨 타임라인 속에서 서로를 구하기 위해 낡은 테이프 속 들려오는 노래 ‘라스트 댄스’를 따라 달려가기 시작한다.",https://serieson.naver.com/v2/movie/559941
해리 포터와 불사조 기사단,"
길고도 지루한 여름 날 호그와트 마법학교 다섯 번째 해를 기다리고 있는 해리포터(다니엘 래드클리프). 이모부 더즐리 식구들과 참고 사는 것도 지겨운데다 친구 론(루퍼트 그린트)과 헤르미온느(엠마 왓슨)에게서는 편지 한 통 오지 않는다. 그러던 중 예상치 못했던 편지 한 장이 도착한다. 그것은 해리가 학교 밖인 리틀 위닝에서 얄미운 사촌 두들리, 즉 머글 앞에서 디멘터들의 공격을 막는 마법을 사용했기 때문에 호그와트 마법학교에서 퇴학 당하게 되었다는 소식이었다. 앞이 캄캄한 해리. 갑자기 어둠의 마법사 러들이 나타나 해리를 불사조 기사단의 비밀 장소로 데리고 간다. 시리우스(게리 올드만)를 위시한 불사조 기사단을 만난 해리는 과거, 부모님들의 활약상을 알게 되어 힘을 얻고, 자신을 퇴학시키기 위해 마법부 장관 코넬리우스 퍼지(로버트 하디)가 법정에 세우지만 덤블도어 교장(마이클 갬볼 경)의 중재 덕분에 무죄 판결까지 받는다. 하지만 예언자 일보는 볼드모트(랄프 파인즈)가 돌아왔다는 해리의 말이 새빨간 거짓말이라며 비난하고 학생들 역시 해리를 의심하며 따돌린다. 게다가 자신이 가장 힘들어 할 때 도움을 주던 덤블도어 교장까지도 이유 없이 해리를 멀리하고…. 한편, 덤블도어도 못마땅한데 해리의 퇴학마저 무산이 되자 마법부 장관은 ‘어둠의 마법방어술’ 과목에 돌로레스 엄브릿지(이멜다 스털톤)를 교수로 임명한다. 하지만 엄브짓지의 마법방어술 수업은 학생들이 어둠의 힘으로부터 스스로를 지켜내기는커녕 오히려 곤경에 빠지게 한다. 이에 헤르미온느와 론은 해리의 능력을 믿고 자칭 ‘덤블도어의 군대’라고 명명한 비밀단체를 조직한다. 해리는 어둠의 마법에 맞서 스스로를 지켜낼 수 있는 방법을 학생들에게 가르쳐주며 앞으로 닥칠 격전에 대비시킨다.그러나 밤마다 불길한 사건을 예견하는 악몽에 시달리는 해리. 이제 볼드모트와의 대결이 머지 않았음을 느끼게 된다. 시리우스가 공격 당하는 악몽을 꾼 해리는 덤블도어 군대와 함께 마법부 미스터리 부서 예언의 방으로 향한다. 그리고 이어 나타난 죽음을 먹는 자들…. 빛의 마법과 어둠의 마법간의 불꽃 튀는 대결 해리포터와 불사조 기사단, 호그와트의 운명이 그들에게 달렸다!",https://serieson.naver.com/v2/movie/2145
레디 플레이어 원,"2045년, 암울한 현실과 달리 가상현실 오아시스(OASIS)에서는 누구든 원하는 캐릭터로 어디든지 갈 수 있고, 뭐든지 할 수 있고 상상하는 모든 게 가능하다. 웨이드 와츠(타이 쉐리던) 역시 유일한 낙은 대부분의 사람들이 하루를 보내는 오아시스에 접속하는 것이다.  어느 날 오아시스의 창시자인 괴짜 천재 제임스 할리데이(마크 라이런스)는 자신이 가상현실 속에 숨겨둔 3개의 미션에서 우승하는 사람에게 오아시스의 소유권과 막대한 유산을 상속한다는 유언을 남기고, 그가 사랑했던 80년대 대중문화 속에 힌트가 있음을 알린다. 제임스 할리데이를 선망했던 소년 ‘웨이드 와츠’가 첫 번째 수수께끼를 푸는 데 성공하자 이를 저지하기 위해 현실에서 살인도 마다하지 않는 ‘IOI’라는 거대 기업이 뛰어든다. 모두의 꿈과 희망이 되는 오아시스를 지키기 위해서는 반드시 우승해야 한다! 그리고 우승을 위해서는 가상현실이 아닌 현실세계의 우정과 사랑의 힘이 필요하기만 한데…",https://serieson.naver.com/v2/movie/231089
